index,judul_berita
1516,"UNAIR Berangkatkan Tim Lakukan Pengmas di Pulau Bintan, Kepulauan Riau"
1517,"Implementasi Green Campus, UNAIR Terima Sepuluh Unit Water Purifier dari PT Coway Internasional Indonesia"
1518,Komitmen UNAIR – NCKU Dukung Kolaborasi Peran Universitas dan Industri
1519,Alumni Bersama DPKKA UNAIR Bakal Perluas Karir Alumni ke Luar Negeri
1520,Mahasiswa Fakultas Farmasi UNAIR Garap Pameran Poster guna Selesaikan Tugas Akhir
1521,"BHAGALEN, Produk Injeksi Bagi Penderita Osteoporosis Luncuran Tim Dosen Farmasi UNAIR"
1522,"PDB EXPO 2022, Rektor Tekankan Urgensi Kolaborasi dan Inovasi"
1523,SDGs Center UNAIR Dukung Pelaksanaan SDGs di Jawa Timur
1524,Expo PDB SIKIA Hadirkan Beragam Produk Kewirausahaan
1525,6 Langkah Strategis Membangun Komunikasi Pemasaran Perpustakaan
1526,"Gandeng Maastricht University, Pascasarjana UNAIR Hadirkan Summer School di Bali"
1527,"Bahasa Inggris Kuasai Pemilihan Puteri Indonesia 2022, Begini Tanggapan Dosen UNAIR"
1528,Tumbuhkan Jiwa Kewirausahaan Melalui Seminar Phentusias
1529,FH UNAIR Jadi Institusi Terbaik di Indonesia Versi Scimago Institutions Rankings 2022
1530,Koko Srimulyo : Perpustakaan Harus Beradaptasi dengan Era Digital
1531,Adaptasi Perpustakaan di Era Disrupsi Digital
1532,UNAIR Eratkan Kerja Sama dengan AIC di Bidang Pemberdayaan Masyarakat Pesisir dan Pulau Terpencil
1533,"Klaim Pendidikan Seksual dalam Konten Media Sosial, Dosen Ilmu Komunikasi UNAIR: Bukan Kegiatan Seksual dengan Tanggung Jawab"
1534,SDGs Center UNAIR Lakukan Rapat Koordinasi Bersama BPSDM Jatim
1535,"Bahas Mitigasi dan Kontinjensi Bencana, Airlangga Forum Undang Akademi Hingga Pemerintah"
1536,BAPPENAS Undang SDGs Center UNAIR Berbagi Pengetahuan
1537,UNAIR Kenalkan Program Magang dan Studi Independent Bersertifikat
1538,"Bekali Kompetensi Gawat Darurat, FKp UNAIR Bentuk Perawat Hebat"
1539,UNAIR Jadi Tuan Rumah Pengawalan Isu BEM SI Jatim
1540,"Peringati Hari Anak Nasional, Amnesty UNAIR Gelar Webinar “Toxic Parenting: Pola Asuh Yang Menghambat Tumbuh Kembang Anak”"
1541,"Bahaya Toxic Relationship, Dosen Psikologi UNAIR: Power dan Kontrol Menjadi Awal Mula Hubungan Tidak Sehat"
1542,Mahasiswa Unair Raih Juara II dalam Ajang National Essay Writing Competition BCB Ar-Raniry Talent 2022
1543,Apakah Pink Tide Kembali Muncul di Wilayah Amerika Latin? Berikut Papar Pakar UNAIR
1544,"Jalin Kerja Sama, Fakultas Vokasi UNAIR – Fujifilm Indonesia Tekan MoA"
1545,Catatan Dekan FH UNAIR Terkait Dinamika Industri Migas Pasca Konflik Rusia-Ukraina
1546,Pakar Psikologi UNAIR Ungkap Peran Ibu dalam Perkembangan Bahasa Anak
1547,"Menyongsong BIAN Agustus Mendatang, Prof Nyoman Anita Ajak Para Kader PKK Sukseskan Program Imunisasi"
1548,Rifky Mahasiswa FKH UNAIR Sabet Tiga Medali Emas di PORPROV JATIM 2022
1549,Fakultas Psikologi UNAIR Adakan Pengmas untuk Guru TK di Jember
1550,"Hadiri Rembug Kolaborasi bersama Geliat Airlangga, Ketua TP PKK Jawa Timur Paparkan Peran PKK dalam Program BIAN"
1551,"Cacar Monyet Darurat Kesehatan Global, Pakar UNAIR: Harus Waspada, Tapi Tidak Perlu Panik"
1552,Program Pulmonologi dan Ilmu Kesehatan UNAIR Siap Hasilkan Dokter Spesialis Paru Handal
1553,Mahasiswa FKp Gagas Program Pengelolaan Sampah
1554,Mahasiswa FKM Berbagi Ilmu Peminatan Kesehatan Lingkungan
1555,SDGs Center UNAIR Lakukan Roadshow ke FKH
1556,Cegahan Stunting pada Anak Oleh Tim KKN UNAIR
1557,"Tingkatkan Kepedulian, Hima Radiologi UNAIR Adakan Donor Darah"
1558,14 Persen Pengangguran Indonesia Lulusan Diploma dan Sarjana. Mengapa?
1559,Inkubasi Penetasan Telur Penyu oleh Dosen FKH SIKIA UNAIR
1560,Mahasiswa UNAIR Berikan Penyuluhan Hipertensi dengan Teknik Akupresur dan Ramuan Herbal Tradisional
1561,"Webinar BEM UNAIR, Vina Muliana Bagikan Kiat-kiat Melakukan Wawancara Kerja"
1562,Ruang Aspirasi AUBMO SIKIA UNAIR Banyuwangi Bahas Tuntas Isu KIP-K 2021
1563,Tips Bangun Personal Branding di Media Sosial
1564,SIKIA Banyuwangi Lepasliarkan 42 Tukik di Pantai Cemara
1565,Dosen UNAIR Teliti Peran Dukungan Keluarga terhadap Kepatuhan Terapi  Obat Pada Pasien Diabetes Mellitus
1566,HIMAKUA SIKIA Banyuwangi UNAIR Berikan Tutor Gratis Sukses Tes ELPT
1567,"Perdana, SIKIA Banyuwangi Sumpah Calon Sarjana Kesehatan Masyarakat Secara Hybrid"
1568,Program Pengmas hingga Inovasi SIKIA Hadir di Banyuwangi Youth Festival
1569,Prof Bagong Jelaskan Subkultur Anak Berkaitan dengan Aksi Hadang Truk
1570,"Prioritaskan Hilirisasi Batubara sebagai EBT, Ketua Pusat Studi EBT FH UNAIR Berikan Catatan Kritis pada Pemerintah"
1571,"Gagas Wisata Grojogan Londo, Tim UNAIR Masuk 3 Besar Lomba Inovasi dan Pemberdayaan Desa Nasional"
1572,Kick-Off SDGs Center Universitas Airlangga 2022
1573,AGE Umumkan Pemenang Airlangga Design Competition 2022
1574,"Startup Lakukan PHK Massal, Ini Kata Pakar Hukum Ketenagakerjaan UNAIR"
1575,Mahasiswa UNAIR Raih Silver Medal di International Invention Competition For Young Moslem Scientist (IICYMS) 2022
1576,Pakar Hukum: 7 Batasan Pelaksanaan Hukuman Mati di MYMA Discussion 2022
1577,Mahasiswa Prodi Matematika UNAIR Raih Juara 2 Sociopreneur PLN
1578,Mengenal Bedak Dingin sebagai Perawatan Kecantikan Secara Tradisional Melalui Webinar REFORDU
1579,UNAIR Menjadi Tuan Rumah Musyawarah Forum Wakil Rektor se-Indonesia
1580,Webinar REFORDU Ulas Racikan Lulur Temu Giring sebagai Perawatan Kulit Herbal Alami
1581,Aplikasi Sel Punca dalam Neuroscience
1582,KKN UNAIR Lakukan Pencegahan PMK Hewan Ternak di Kabupaten Jember
1583,Aplikasi Sel Punca untuk Tangani Luka Bakar
1584,"Terus Berlanjut, Mahasiswa Ekonomi Islam UNAIR Bangun Desa Mandiri Tahun Keempat"
1585,Psikologi Bina Desa “PSIBI” 2022 Upayakan Desa Pagerluyung Mojokerto sebagai Desa Inklusi
1586,Kala Kolektiva: Upaya Kumpulan Mahasiswa FISIP UNAIR Hidupkan Kolektif Seni
1587,Sebanyak 8.116 Peserta Mengikuti Ujian Mandiri Reguler UNAIR
1588,UNAIR Raih Penghargaan Perguruan Tinggi Ramah Anak dari Pemkot Surabaya
1589,Mahasiswa KKN UNAIR Lakukan Pendampingan UMKM Batik Mancanegara di Banyuwangi
1590,Mahasiswa KKN UNAIR Sosialisasikan Kaldu Ikan sebagai Pencegah Hipertensi
1591,"Bandingkan Deklarasi Djuanda dan Nine Dash Line, Mahasiswa FH UNAIR Jadi Pembicara di Forum Internasional"
1592,"Optimalkan Bank Sampah Milik Warga, Mahasiswa KKN UNAIR Usung Program Fun Saving and Reuse"
1593,Departemen HI UNAIR Lakukan Diskusi Penanganan Terorisme
1594,"Lakukan Edukasi Peduli Lingkungan, Mahasiswa KKN UNAIR Gagas Program OFAL-Green"
1595,"Menyoal Anak Muda yang Berpikir Kritis, Dosen Filsafat UNAIR: Harus Kita Apresiasi"
1596,SDGs Center UNAIR Lakukan Roadshow SDGs ke FKM UNAIR
1597,"Gandeng Dinas Kebudayaan dan Pariwisata, BEM KM SIKIA UNAIR Kenalkan Manajemen Ecotourism Banyuwangi"
1598,Pakar UNAIR Tanggapi Co-Firing Biomassa untuk PLTU
1599,"Daun Meniran, Alternatif Penyembuhan Penyakit Mulut dan Kuku"
1600,Menkes Budi Sadikin Dukung UNAIR Kembangkan Teknologi Stem Cell
1601,"Usung Tema Pengendalian PMK, Hima Paramedik Veteriner Lakukan Pengmas di Lawang"
1602,Pakar UNAIR Paparkan Perlindungan Hukum Korban dan Saksi dalam Kasus Pencabulan
1603,HEROES: Pengabdian Masyarakat oleh Hima Prodi Teknologi Laboratorium Medis UNAIR
1604,"Dukung UMKM Berdikari, Mahasiswa KKN BBM UNAIR Sumbang 1000 Bibit Jamur ke Desa Kedungwangi"
1605,"Menerka Capres Pilihan Parpol, Begini Tanggapan Pakar Politik UNAIR"
1606,"Gandeng Peneliti Luar Negeri, HIMANIS UNAIR Bahas Pengaruh Kinetika Fermentasi terhadap Metabolisme Tubuh"
1607,UNAIR Kerahkan Tim ke Blora Bantu Tangani Wabah PMK
1608,SIKIA UNAIR Kerja Sama Penelitian dan Pengembangan Warung Sehat di Banyuwangi
1609,Direktur CLeP FH UNAIR: Aktivitas Pertambangan di Blok Wabu Akan Semakin Meminggirkan Hak Masyarakat Adat
1610,Kiat Jitu Buat CV Agar Menarik dalam Proses Rekrutmen
1611,Ketua SDGs Center UNAIR Jadi Pembicara AICIEB
1612,Kandidat BPK RI Kenalkan Dunia Kerja Menjadi Auditor Sektor Publik
1613,Inovasi FTMM Pertahankan Kualitas Pengeringan Hasil Tangkapan Nelayan
1614,Dosen Ilmu Sejarah: Colonial Governance Gagal Terapkan Politik Lingkungan di Surabaya
1615,Pahami Beberapa Strategi dalam Memilih Lowongan Pekerjaan Secara Tepat
1616,"FTMM Hibahkan Alat Optimalkan Hasil Laut di Desa Pengudang, Bintan"
1617,Pakar UNAIR Paparkan Efek Wabah PMK Terhadap Harga Sapi Menjelang Iduladha
1618,"Beli BBM Bersubsidi Pakai Aplikasi, Pakar UNAIR: Ini Adalah Sebuah Keniscayaan"
1619,Regulasi Jadi Landasan Penting bagi Pertumbuhan Ekonomi Digital di Indonesia
1620,Gubes Ilmu Politik UNAIR: Presidential Threshold Tidak Relevan Dipertahankan Pasca Pemilu Serentak
1621,UGM Adakan Benchmarking Sistem Pengelolaan Data ke UNAIR
1622,Dosen Psikologi UNAIR Paparkan Penyebab Perilaku dan Cara Menangani Bullying pada Remaja
1623,Relawan Mahasiswa Berkebutuhan Khusus UNAIR : Dedikasi Sepenuh Hati
1624,UNAIR Rekrut Pendamping Mahasiswa Wujudkan Kampus Ramah Disabilitas
1625,"UNAIR Bakal Luncurkan e-KTM, Ini Beberapa Kemudahannya!"
1626,HMA SIKIA Gelar Kelas Kelas Bahasa Inggris dan Tes TOEFL Gratis
1627,"Beri Kuliah Umum di UNAIR, Menteri BUMN Erick Thohir Ingatkan Pentingnya Akhlak"
1628,BEM KM SIKIA UNAIR Lolos Pendanaan Kemendikbud Ristek
1629,HIMA Radiologi UNAIR  Implementasikan Tri Dharma Lewat Pengmas Bersama Warga Desa Plumbon Sidoarjo
1630,Pamekasan Siap Bersinergi untuk Vaksin Merah Putih
1631,Pengmas UNAIR Berdayakan Potensi Wisata Desa Aik Berik di NTB
1632,Ahli Anestesi FK UNAIR: Puasa Seharian Menjelang Operasi Sangat Berbahaya
1633,Dokter UNAIR TV Ulas Macam-Macam Anestesi dan Efek Sampingnya
1634,"UNDIKNAS Denpasar Kunjungi UNAIR, Belajar Digitalisasi Kampus"
1635,Tanggapan Mahasiswa Mancanegara Usai Mengikuti Webinar Internasional AEE 2022
1636,HMA SIKIA Gelar Kuliah Tamu Series III : Insentif Pajak sebagai Pendorong Ekonomi Setelah Pandemi
1637,Hima OSI Respons Revolusi Industri 5.0 Lewat Webinar Nasional Bareng PT Petrokimia Gresik
1638,Kuliah Tamu HIMA K3 Kupas Tuntas PHA  di Industri MIGAS
1639,Sandiaga Uno Jadi Keynote Speaker Acara SIKIA UNAIR
1640,Kelas Desain FORSIDA UNAIR Bahas Elemen-Elemen Penting dalam Desain Grafis
1641,"Dies Natalis Ke-14, FPK UNAIR Terus Kembangkan Kolaborasi Internasional"
1642,"Menuju Bulan Imunisasi Anak Nasional, Epidemiolog UNAIR sebut Anak Punya Hak untuk Sehat"
1643,Kamu Ingin Berkarir Jadi Financial Analyst? Kuasai 4 Skills Ini!
1644,"Kolaborasi UNAIR, UNICEF dan Dinas Kesehatan Jawa Timur Siap Sambut BIAN"
1645,Webinar Hima EP UNAIR Bekali Mahasiswa Tentang Karir Financial Analyst
1646,"Resmi jadi Ketua IKA FIB UNAIR, Kombes Pol Yuli Ingin Maksimalkan Kontribusi Alumni"
1647,Kiat-Kiat Efektif dalam Membuat Podcast
1648,B-PHA UNAIR Gelar Sosialisasi Serentak Mengulas Mengenai Permasalahan Pernikahan Usia Dini
1649,"Konsisten Berlatih, Ksatria Airlangga Telah Raih 6 Juara Olahraga Panahan"
1650,Begini Cara Menghadapi Quarter Life Crisis Dari Webinar ILSA Chapter UNAIR
1651,"Bangga, Ksatria Airlangga Raih 2 Juara di Ajang Fly Navy International Archery Open 2022"
1652,"Adakan Webinar Competency Development, BEM UNAIR Bantu Mahasiswa Mempersiapkan Bekal Sebelum Memasuki Dunia Kerja"
1653,"Spesialisasi Farmasi Bagi Para Farmasis, Perlukah?"
1654,"Penuh Haru, Perwakilan Wisudawan: Masih Berjejal Harapan Besar yang Harus Diperjuangkan"
1655,"Wisuda Juni, IKA UNAIR Harapkan Keaktifan Alumni"
1656,UNAIR Luluskan 1034 Mahasiswa pada Wisuda Juni 2022
1657,"Cegah Virus PMK, Rumah Potong Hewan Surabaya Perketat Pengawasan"
1658,"Berkendara Pakai Sandal Dilarang, Begini Kata Sosiolog UNAIR"
1659,"Alumnus UNAIR Lulus Sarjana Kedokteran 19 Tahun, Kini Kuliah di Harvard dengan Beasiswa LPDP"
1660,Mahasiswa FKM SIKIA Banyuwangi UNAIR Jadi Duta GenRe Banyuwangi 2022
1661,FKM SIKIA Adakan Audiensi Program Pencegahan Inkontinensia Urine pada Lansia
1662,Prodi K3 Gelar Workshop Pembelajaran Berbasis Case Based Method
1663,UNAIR Terima Usulan Draft Kebijakan PPKS dari BEM FH UNAIR
1664,"Kemunculan Omicron BA.4 dan BA.5, Epidemiolog UNAIR: Prokes Masih Jadi Kunci"
1665,"Bikin Bangga, Mahasiswa UNAIR Raih Juara 2 Accounting Competition Tingkat Nasional"
1666,Kolaborasi Mahasiswa MM UNAIR – PJB UP Brantas dan PJB Services Bangun Awareness Terhadap Hasil Pertanian
1667,"Mengenal LinkedIn, Platform Jaringan Profesional dan Pengembangan Karir No.1"
1668,Bupati Gresik: Lulusan Vokasi Harus Menciptakan Peluang Baru
1669,Fakultas Vokasi UNAIR Gelar Dies Natalis ke-8
1670,Bupati Mojokerto Tekankan Kolaborasi pada Mahasiswa Vokasi UNAIR
1671,"SBMPTN 2022, UNAIR Terima 1.925 Mahasiswa Baru"
1672,"Jaga Pola Tidur Berkualitas, Hindari Obat Tidur"
1673,Pariwisata di Bintan Harus Mulai Optimalkan Pemanfaatan Energi Baru Terbarukan
1674,Begadang Bisa Picu Berbagai Penyakit Hingga Kematian
1675,UNAIR Teken MoU dengan Pemkab Bintan Kembangkan Bintan Lebih Maju
1676,Kolaborasi FTMM UNAIR dan UMRAH Optimalkan EBT di Pulau Bintan
1677,Mahasiswa UNAIR Raih Dua Medali Emas dalam Ajang Porprov Jatim 2022
1678,HMKH SIKIA Gelar Kuliah Tamu Tentang PMK pada Babi
1679,FH UNAIR Lakukan Pengmas Terkait Mediasi sebagai Alternatif Penyelesaian Sengketa di Madiun
1680,Mahasiswa KKN UNAIR Usung Program SEGA GARING untuk Mengatasi Permasalahan Stunting di Kabupaten Banyuwangi
1681,"Mengenal Catharsis, Sebuah Teknik untuk Mengelola Emosi Negatif"
1682,Kunjungan USU ke UNAIR Bahas Langkah Optimalisasi Jaringan Alumni
1683,Mahasiswa UNAIR Raih Medali Perak dalam Ajang Porprov Jatim 2022
1684,Manfaat Probiotik untuk Tingkatkan Produktivitas Ternak
1685,"Terintegrasi dengan AILIS, Unggah Karya Akhir Kini Lebih Mudah"
1686,Pakar UNAIR: Lingkungan Berperan Bantu Turunkan Angka Ibu Bunuh Anak Kandung
1687,RUU KIA Dapat Jadi Salah Satu Cara Atasi Baby Blues
1688,Dosen Psikologi UNAIR Beberkan Cara Menjaga Keutuhan Keluarga
1689,Psikolog UNAIR: Mencintai Dua Orang dalam Satu Waktu Bukan Hal yang Tidak Mungkin
1690,"Dukung RUU KIA, Pakar UNAIR Sebut Akan Tingkatkan Kesejahteraan Keluarga"
1691,"Soal Jogja Gelut Day, Sosiolog UNAIR: Upaya Masyarakat Lawan Klitih"
1692,Alumni UNAIR Jakarta Bertemu Bahas Sinergitas dan Soliditas
1693,"Tingkatkan Produktivitas Ternak Banyuwangi, FKH UNAIR Kenalkan Probiotik"
1694,Citayam Fashion Week Bentuk Artikulasi Kultural dan Identitas Fashion Anak Muda
1695,"Terancam Resesi, Pakar Ekonomi UNAIR Beri Saran untuk Pemerintah Indonesia"
1696,"Gelar Diskusi, BEM Fakultas Hukum UNAIR Kupas Dampak Revisi UU KPK"
1697,Mahasiswa KKN UNAIR Bantu Wujudkan Desa Mandiri di Gresik
1698,"Gandeng SIKIA UNAIR, FAO Adakan Survey Tingkatkan Kualitas Hidup Pelaku Perikanan Kecil di Banyuwangi"
1699,"FH Adakan Diskusi Terbuka, Direktur Walhi Jatim Tekankan Hambatan Peran Pemerintah dalam Pengelolaan Lingkungan"
1700,FH UNAIR Berikan Penyuluhan dan Pendampingan Hukum Tentang Hak Atas Tanah Masyarakat Desa Wedani
1701,UNAIR Kembangkan PLTB Kincir Angin untuk Kurangi Ketergantungan Energi Fosil
1702,Transisi Energi Baru dan Terbarukan Berpotensi Tingkatkan Kasus Korupsi Indonesia. Mengapa?
1703,PKL Prodi Bahasa dan Sastra Indonesia Teliti Folklor Masyarakat Kemloko
1704,"Jokowi ke Rusia dan Ukraina, Pakar HI UNAIR: Itu Kepentingan Indonesia untuk G20"
1705,Mengenal Jobstreet by SEEK dalam Menunjang Karir
1706,"Chairul Tanjung: UNAIR Jangan Jadi Iron Man, Tapi The Avengers"
1707,"Bahas Tantangan Perguruan Tinggi, UNAIR Gelar Diskusi Bersama Rektor ITB"
1708,"Soroti Program Internasionalisasi, UNAIR Adakan Diskusi Bersama Rektor IPB"
1709,Belajar Manfaatkan Peluang Bisnis Bersama Alumnus UNAIR
1710,Belajar Strategi Employer Branding PT Pegadaian Bersama Apsilangga
1711,"Terima Dua Gelar Sekaligus, Cerita Gladys Wisudawan Double Degree UNAIR x QUT"
1712,Kisah Sukses Dosen FEB UNAIR Sejahterakan Masyarakat Lewat BMT
1713,AUBMO SIKIA Jaring Aspirasi Mahasiwa KIP-K
1714,Mahasiswi HI UNAIR Sukses Paparkan Rekomendasi Kebijakan di Hadapan Delegasi Y20 Indonesia 2022
1715,"Peringati Dies Natalis, Perpustakaan UNAIR Bedah Aktivitas Menulis dan Profesi Pustakawan"
1716,"Rapim 2022 UNAIR, Rektor: Bukti Capaian Prestasi Itu Adalah Kualitas Lulusan"
1717,"Vaksin Merah Putih, Awal Kemandirian Bidang Industri Kefarmasian Indonesia"
1718,Prof Fedik Pastikan Vaksin Merah Putih Dapat Menangkap Varian Virus Terbaru
1719,"Uji Klinis Fase 3, BPOM Siap Dukung Vaksin Merah Putih Hingga Tahap Produksi"
1720,UNAIR Raih Penghargaan Keunggulan Indikator Kinerja Utama Ketiga
1721,"Terindeks Q2 di Scopus, Jurnal AJAR Targetkan Jadi Rujukan Para Peneliti Dunia"
1722,"Harumkan Nama UNAIR, Mahasiswa Farmasi Raih Juara 1 Kompetisi Duta Kosmetik Aman 2022"
1723,"Mata Berair Pada Bayi, Berikut Penjelasan pada Dokter UNAIR TV"
1724,Lebih Dekat dengan Tiga Mahasiswa PPI yang Mengenyam Pendidikan di Luar Negeri
1725,KH Ma’ruf Khozin Berikan Ceramah Mengenai Tasawuf dalam Pengajian Rutin Pegawai UNAIR
1726,Obituari: Pak Mashariono Sang Alumni Teladan
1727,UNAIR Kirim 10 Mahasiswa Ikuti KKN Kebangsaan di Palangkaraya
1728,"Kenalkan Brain Friendly Learning, 7 Hal ini Ternyata Dapat Pengaruhi Kinerja Otak!"
1729,Mahasiswa FPsi UNAIR Raih Medali Perak Cabor Woodball di Porprov VII Jatim 2022
1730,FH UNAIR Berikan Penyuluhan dan Pendampingan Hukum Atasi Persoalan Perkawinan Anak
1731,Mahasiswa FEB UNAIR Raih Best Paper pada lomba Call For Paper EJAVEC  Forum 2022
1732,Pakar UNAIR Soal Citayam Fashion Week : Tunjukkan Eksistensi Diri dalam Gaya Busana
1733,"Kerusuhan di Babarsari, Pakar UNAIR Paparkan Antisipasi Pencegahan"
1734,GirlUp! UNAIR Kembali Hadir dengan Edukasi Cegah Perkawinan Anak
1735,Pakar Ekonomi Kreatif UNAIR Ungkap Tantangan Masyarakat Global
1736,"Usung Smartwatch Cegah Kekerasan Seksual, Tim UNAIR Raih Silver Medal LKTI FAPERTA FAIR 2022"
1737,Mahasiswa FKH UNAIR Borong Emas dari Kejuaraan Internasional Panahan
1738,HIMA D3 Perpajakan UNAIR Sukses Menyelenggarakan Kompetisi Perpajakan 2022 Tingkat Nasional Secara Hybrid
1739,Psikolog UNAIR: Edukasi Pra-Nikah Penting untuk Cegah Pembunuhan Anak Kandung
1740,UKM Wanala UNAIR Sabet Medali Emas dan Perak pada Kejuaraan PORPROV Jawa Timur VII
1741,Kamu Seorang Mahasiswa yang Ingin Karirnya Bagus? Perhatikan 3 Hal ini Sebelum Lulus!
1742,Ingin CV Kamu Potensial Dilirik HRD? Yuk Perhatikan 5 Hal Ini!
1743,"KOPAPDI XVIII Semarang, FK UNAIR Raih Juara Original Research dan 15 Besar Poster Terbaik"
1744,FF UNAIR Ajak Pengrajin Tahu Tinalan Kediri Lakukan Inovasi dan Promosi di Sosmed
1745,"Ketahui, 3 Jenis Magang di Kemenkeu"
1746,Pers Mahasiswa Fakultas Perikanan dan Kelautan Gelar Kelas Jurnalistik
1747,Lazada Paparkan Kesempatan Magang bagi Mahasiswa UNAIR
1748,"Kerja Sama Kesehatan, UNAIR-UNICEF Gandeng Dinkes Se-Jawa Timur"
1749,"Sempat Tersisih, Mahasiswa FEB UNAIR Sabet Juara 3 Trading Competition Kontan"
1750,Jaksa Agung RI Resmikan Rumah Restorative Justice di FH UNAIR
1751,"Tarif Masuk Pulau Komodo Naik, Begini Tanggapan Dosen Pariwisata UNAIR"
1752,Ekonom UNAIR : Kebijakan Lockdown di Berbagai Negara Menjadi Penyebab Kenaikan Inflasi AS
1753,Ekonom UNAIR Paparkan Dampak Inflasi AS pada Perekonomian Makro-Mikro Indonesia
1754,Cara Mudah Temukan Karir Impian bersama Kalibrr
1755,Gejala dan Penanganan Dehidrasi pada Kuda
1756,"Transisi Energi yang Berkeadilan, Staf Ahli ESDM: Jangan Sampai Menimbulkan Gap Ekonomi Baru"
1757,Akademisi UNAIR: Beli Minyak Goreng Pakai PeduliLindungi Langkah Tepat
1758,BEM UNAIR Ajak Difabel di SLB Surabaya Percaya Diri
1759,Cerita Rizalnutritionist dari UNAIR Menuju Cornell University
1760,"Perihal RUU KIA, Pakar UNAIR: Pemerintah Tidak Boleh Lepas Tangan"
1761,Tips Fresh Graduate Berhasil di Dunia Kerja Ala Nusatalent
1762,Dekan FH UNAIR Paparkan Inisiatif Pajak Karbon Pemerintah dalam Konferensi EBT
1763,3 Mahasiswa UNAIR Asal Lamongan Ciptakan Bahan Bakar Alternatif dari Sekam
1764,Ustaz Zainal Arifin Ajak Peduli Sesama yang Tertimpa Musibah
1765,Pakar Tuturkan Implementasi EBT Harus Mampu Ciptakan Ketahanan Energi Nasional
1766,"Kunjungi UNAIR, IAIN Kendari Diskusi Penyelenggaran Program Gelar Ganda"
1767,Dekan FKM UNAIR Optimis Perwali Mampu Tingkatkan KTR di Surabaya
1768,Mengenal Standar Pelayanan Kefarmasian di Rumah Sakit
1769,"Kesalahan Pengobatan di Rumah Sakit, Mengapa Bisa Terjadi?"
1770,FGD FH UNAIR Bahas Aspek Hukum Pelayanan Kefarmasian di Rumah Sakit
1771,Webinar DPKKA UNAIR Ungkap 3 Poin Penting Dalam Membuat CV
1772,MYMA FH UNAIR Adakan Diskusi Membahas RUU Perlindungan Data Pribadi
1773,Tingkatkan Skill Warga Terkait P3K di Rumah Tangga
1774,Mahasiswa HI UNAIR Serukan Aksi Iklim dalam Indonesia-Panama Youth Forum
1775,B-PHA UNAIR Gelar Webinar Bincang Karir Bersama Alumni FKM UNAIR
1776,Antusiasme Warga Trantang Semarakkan Acara GEN Corps FKp UNAIR
1777,Dekan FKM Bagikan Tips Efektif Meningkatkan H-Index Peneliti
1778,BPBRIN UNAIR Tekankan Sinergi Antar-PTN Guna Bangun Start Up Berkelanjutan
1779,Tips Mengisi Waktu Liburan Ala Mawapres UNAIR
1780,"Beri Kuliah di UNAIR, Menteri Desa Promosikan One Village One BUMDES"
1781,Mengenal Jobstreet by SEEK dalam Tunjang Karir
1782,"Jajaki Kerja Sama, Prodi Sasindo UNAIR Terima Kunjungan Sasindo UGM"
1783,Kenali Cara Artikel Mudah Dicari di Mesin Pencarian
1784,Akademisi UNAIR: Krisis Ekonomi Sri Lanka Karena Kombinasi Berbagai Faktor
1785,"Sosialisasi Kandidat Ketua IKA FIB UNAIR, Dekan FIB: Alumni Adalah Simbol Hubungan dengan Masyarakat"
1786,"Dosen SIKIA UNAIR Teliti Tingkat Keberhasilan Transplantasi Karang Acropora di Pantai Tirtawangi, Banyuwangi"
1787,"Kunjungi UNAIR, Perguruan Tinggi Timor Leste Jajaki Kerja Sama"
1788,"Mengoptimalkan Potensi, UNAIR-BRI Akan Bina dan Dampingi Tiga Desa"
1789,FEB UNAIR Jadi Tuan Rumah EJAVEC Forum 2022
1790,Hebat! 130 Mahasiswa UNAIR Lolos Beasiswa Bank Indonesia
1791,Mahasiswa Harus Terbiasa dengan Konferensi Internasional
1792,Hebat! Tiga Mahasiswa FKH UNAIR Raih Juara II Olimpiade Ilmu Fisiologi Veteriner Tingkat Nasional
1793,Tips Meraih Prestasi di Kancah Internasional ala Mahasiswa UNAIR
1794,"Inagurasi Desa Brilian 2022, Rektor: Desa yang Tangguh Jadikan Indonesia Tangguh"
1795,"Bersyukur Dapat Hak Istimewa dari UNAIR, Begini Kisah Rania Awardee IISMA 2021"
1796,Program Kerja AUBMO UNAIR Fokus Pengembangan Diri Mahasiswa Bidikmisi-KIPK
1797,"Resmi Dilantik, Ketua AUBMO Claudia Usung Semangat Kolaboratif"
1798,Pembatasan Hak Eksklusif Pemegang Hak Kekayaan Intelektual Harus Berdasarkan Hukum
1799,Ahli UNAIR Teliti Tumor Otak pada Anak
1800,Dosen UNAIR Tangani Torsio Uteri pada Sapi Persilangan Simmental
1801,Walikota Surabaya Gandeng SPS UNAIR Wujudkan Surabaya Naik Kelas
1802,"Serial Stranger Things Angkat Kemampuan Musik Redakan Stress, Begini Fakta Psikologinya?"
1803,PLK UNAIR Paparkan Penanganan Gigi Sensitif di Jawa Pos TV
1804,Peneliti UNAIR Kaji Kista Mesothelial Giant pada Lien
1805,Peneliti UNAIR Kaji Instrumen Pendeteksi Stres Terkait Covid-19 pada Wanita Hamil
1806,"Webinar DPKKA UNAIR, Sambut Strategi HRM di Masa Endemi Covid-19"
1807,UNAIR Paparkan Strategi Pendidikan Karakter pada Lemhanas RI
1808,"Gagas Platform Kesehatan, Tim UNAIR Raih Juara 3 National Business Model Canvas Competition"
1809,Hindari Penularan TBC dengan Mengenali Gejala Spesifiknya
